ngram,freq,share,cumshare,rank
importance,3364905,0.0001,0.6736,721
charge,3361618,0.0001,0.6737,722
disait,3358668,0.0001,0.6738,723
met,3353230,0.0001,0.674,724
mari,3352542,0.0001,0.6741,725
sentiment,3345150,0.0001,0.6742,726
importe,3341342,0.0001,0.6743,727
générale,3335335,0.0001,0.6744,728
puisse,3326683,0.0001,0.6745,729
vont,3322173,0.0001,0.6747,730
tellement,3319554,0.0001,0.6748,731
création,3317165,0.0001,0.6749,732
entreprises,3311974,0.0001,0.675,733
montre,3307546,0.0001,0.6751,734
formes,3302021,0.0001,0.6752,735
peau,3300900,0.0001,0.6754,736
termes,3291433,0.0001,0.6755,737
code,3286407,0.0001,0.6756,738
perdu,3285664,0.0001,0.6757,739
to,3280698,0.0001,0.6758,740
idées,3277451,0.0001,0.6759,741
davantage,3273345,0.0001,0.676,742
dois,3271426,0.0001,0.6762,743
police,3265685,0.0001,0.6763,744
mode,3264791,0.0001,0.6764,745
nouveaux,3263318,0.0001,0.6765,746
nationale,3257188,0.0001,0.6766,747
information,3256150,0.0001,0.6767,748
soudain,3246083,0.0001,0.6768,749
dehors,3241202,0.0001,0.6769,750
demi,3237913,0.0001,0.6771,751
outre,3236247,0.0001,0.6772,752
aussitôt,3233889,0.0001,0.6773,753
propres,3228512,0.0001,0.6774,754
champ,3222286,0.0001,0.6775,755
travaux,3221243,0.0001,0.6776,756
impossible,3219333,0.0001,0.6777,757
population,3213924,0.0001,0.6778,758
hôtel,3212400,0.0001,0.678,759
bientôt,3209458,0.0001,0.6781,760
filles,3205733,0.0001,0.6782,761
double,3193705,0.0001,0.6783,762
mit,3192346,0.0001,0.6784,763
nombreuses,3191611,0.0001,0.6785,764
livres,3187667,0.0001,0.6786,765
carte,3180430,0.0001,0.6787,766
mariage,3177961,0.0001,0.6788,767
connaître,3172152,0.0001,0.679,768
énergie,3167465,0.0001,0.6791,769
absence,3167006,0.0001,0.6792,770
informations,3161561,0.0001,0.6793,771
troisième,3156842,0.0001,0.6794,772
arrivée,3155770,0.0001,0.6795,773
page,3149928,0.0001,0.6796,774
république,3149662,0.0001,0.6797,775
rencontre,3145172,0.0001,0.6798,776
appel,3138854,0.0001,0.6799,777
semaine,3133478,0.0001,0.6801,778
gestion,3129500,0.0001,0.6802,779
trouvé,3128653,0.0001,0.6803,780
tableau,3125519,0.0001,0.6804,781
visite,3123841,0.0001,0.6805,782
retrouver,3123810,0.0001,0.6806,783
environ,3120481,0.0001,0.6807,784
voulu,3117515,0.0001,0.6808,785
attendre,3113613,0.0001,0.6809,786
lettres,3104123,0.0001,0.681,787
juge,3103349,0.0001,0.6811,788
courant,3097912,0.0001,0.6813,789
publique,3093480,0.0001,0.6814,790
décembre,3091817,0.0001,0.6815,791
janvier,3086648,0.0001,0.6816,792
règles,3085380,0.0001,0.6817,793
moindre,3084225,0.0001,0.6818,794
delà,3077202,0.0001,0.6819,795
paix,3074730,0.0001,0.682,796
régime,3068269,0.0001,0.6821,797
points,3068010,0.0001,0.6822,798
problèmes,3067899,0.0001,0.6823,799
accès,3066355,0.0001,0.6824,800
tenir,3053545,0.0001,0.6825,801
tôt,3052855,0.0001,0.6826,802
op,3049673,0.0001,0.6827,803
unique,3049536,0.0001,0.6829,804
petites,3044247,0.0001,0.683,805
doigts,3043009,0.0001,0.6831,806
aider,3042017,0.0001,0.6832,807
bonheur,3024779,0.0001,0.6833,808
seront,3019919,0.0001,0.6834,809
éviter,3013275,0.0001,0.6835,810
ouvrage,3012371,0.0001,0.6836,811
classe,3007897,0.0001,0.6837,812
suivant,3003040,0.0001,0.6838,813
septembre,2996789,0.0001,0.6839,814
anglais,2988816,0.0001,0.684,815
source,2988495,0.0001,0.6841,816
ministre,2987954,0.0001,0.6842,817
lieux,2986141,0.0001,0.6843,818
approche,2985899,0.0001,0.6844,819
forces,2981208,0.0001,0.6845,820
large,2981156,0.0001,0.6846,821
foi,2977777,0.0001,0.6847,822
manque,2974894,0.0001,0.6848,823
eh,2972520,0.0001,0.6849,824
avril,2968683,0.0001,0.6851,825
octobre,2964917,0.0001,0.6852,826
bruit,2963528,0.0001,0.6853,827
forte,2962558,0.0001,0.6854,828
café,2961798,0.0001,0.6855,829
faits,2959803,0.0001,0.6856,830
haute,2956413,0.0001,0.6857,831
Afrique,2954551,0.0001,0.6858,832
parties,2953062,0.0001,0.6859,833
pouvez,2945728,0.0001,0.686,834
offre,2945120,0.0001,0.6861,835
éducation,2942364,0.0001,0.6862,836
demandé,2939319,0.0001,0.6863,837
merci,2931629,0.0001,0.6864,838
puissance,2931553,0.0001,0.6865,839
août,2926852,0.0001,0.6866,840
huit,2917141,0.0001,0.6867,841
autorité,2915351,0.0001,0.6868,842
évolution,2908803,0.0001,0.6869,843
date,2907141,0.0001,0.687,844
combien,2907026,0.0001,0.6871,845
avis,2905283,0.0001,0.6872,846
regarde,2902739,0.0001,0.6873,847
journal,2896595,0.0001,0.6874,848
allez,2894962,0.0001,0.6875,849
second,2890354,0.0001,0.6876,850
mission,2886688,0.0001,0.6877,851
sauf,2881368,0.0001,0.6878,852
entrer,2869585,0.0001,0.6879,853
union,2863528,0.0001,0.688,854
emploi,2860249,0.0001,0.6881,855
suivre,2859835,0.0001,0.6882,856
jouer,2858058,0.0001,0.6883,857
cent,2857804,0.0001,0.6884,858
humain,2857650,0.0001,0.6885,859
chance,2852850,0.0001,0.6886,860
usage,2844613,0.0001,0.6887,861
contrat,2844338,0.0001,0.6888,862
verre,2839924,0.0001,0.6889,863
taille,2834586,0.0001,0.689,864
site,2833868,0.0001,0.6891,865
sept,2832972,0.0001,0.6892,866
connu,2825769,0.0001,0.6893,867
voici,2825543,0.0001,0.6894,868
allons,2822628,0.0001,0.6895,869
trouvait,2822438,0.0001,0.6896,870
commun,2821500,0.0001,0.6897,871
national,2819048,0.0001,0.6898,872
construction,2816893,0.0001,0.6899,873
derniers,2815727,0.0001,0.69,874
groupes,2812797,0.0001,0.6901,875
application,2808285,0.0001,0.6902,876
communication,2806544,0.0001,0.6903,877
humaine,2805211,0.0001,0.6904,878
cité,2803805,0.0001,0.6905,879
personnel,2797320,0.0001,0.6906,880
unis,2794086,0.0001,0.6907,881
finalement,2792412,0.0001,0.6908,882
venu,2789206,0.0001,0.6909,883
marche,2788379,0.0001,0.691,884
pratiques,2785063,0.0001,0.6911,885
regarder,2785036,0.0001,0.6912,886
physique,2783809,0.0001,0.6912,887
protection,2779070,0.0001,0.6913,888
partout,2777144,0.0001,0.6914,889
douleur,2771922,0.0001,0.6915,890
garçon,2763038,0.0001,0.6916,891
avenir,2753684,0.0001,0.6917,892
lire,2750453,0.0001,0.6918,893
novembre,2740162,0.0001,0.6919,894
effets,2735789,0.0001,0.692,895
pleine,2735100,0.0001,0.6921,896
communauté,2732139,0.0001,0.6922,897
colère,2731969,0.0001,0.6923,898
maman,2730091,0.0001,0.6924,899
économie,2730003,0.0001,0.6925,900
voire,2727300,0.0001,0.6926,901
propose,2724655,0.0001,0.6927,902
certes,2724613,0.0001,0.6928,903
vent,2723921,0.0001,0.6929,904
épaules,2718035,0.0001,0.693,905
sort,2715694,0.0001,0.6931,906
no,2711453,0.0001,0.6932,907
pauvre,2711259,0.0001,0.6933,908
montrer,2710875,0.0001,0.6933,909
exercice,2707933,0.0001,0.6934,910
résultats,2706901,0.0001,0.6935,911
proche,2688561,0.0001,0.6936,912
traitement,2687161,0.0001,0.6937,913
île,2678528,0.0001,0.6938,914
moitié,2678468,0.0001,0.6939,915
vide,2676298,0.0001,0.694,916
joie,2675806,0.0001,0.6941,917
perdre,2666085,0.0001,0.6942,918
actions,2660727,0.0001,0.6943,919
taux,2657275,0.0001,0.6944,920
lien,2656147,0.0001,0.6945,921
eût,2656066,0.0001,0.6946,922
premières,2654285,0.0001,0.6947,923
université,2652989,0.0001,0.6947,924
téléphone,2651503,0.0001,0.6948,925
heureux,2643147,0.0001,0.6949,926
crise,2640882,0.0001,0.695,927
succès,2640016,0.0001,0.6951,928
geste,2636974,0.0001,0.6952,929
valeurs,2634791,0.0001,0.6953,930
lendemain,2629166,0.0001,0.6954,931
critique,2628266,0.0001,0.6955,932
environnement,2624379,0.0001,0.6956,933
devoir,2620743,0.0001,0.6957,934
objets,2619264,0.0001,0.6958,935
tomber,2616251,0.0001,0.6958,936
science,2612725,0.0001,0.6959,937
adresse,2611380,0.0001,0.696,938
actes,2610217,0.0001,0.6961,939
équipe,2608767,0.0001,0.6962,940
paroles,2605900,0.0001,0.6963,941
égard,2603555,0.0001,0.6964,942
assurer,2601628,0.0001,0.6965,943
devenu,2601593,0.0001,0.6966,944
vol,2598159,0.0001,0.6967,945
naissance,2590385,0.0001,0.6968,946
commerce,2589608,0.0001,0.6968,947
obtenir,2587570,0.0001,0.6969,948
lecture,2580309,0.0001,0.697,949
leva,2580125,0.0001,0.6971,950
froid,2579521,0.0001,0.6972,951
vision,2578138,0.0001,0.6973,952
contexte,2577247,0.0001,0.6974,953
directement,2576542,0.0001,0.6975,954
vieille,2575549,0.0001,0.6976,955
preuve,2571347,0.0001,0.6977,956
tient,2569185,0.0001,0.6977,957
durée,2569085,0.0001,0.6978,958
changement,2569016,0.0001,0.6979,959
résultat,2563778,0.0001,0.698,960
administration,2559251,0.0001,0.6981,961
calme,2557576,0.0001,0.6982,962
coups,2553427,0.0001,0.6983,963
commence,2548373,0.0001,0.6984,964
raisons,2542399,0.0001,0.6985,965
front,2542293,0.0001,0.6985,966
arriver,2541515,0.0001,0.6986,967
couleur,2541306,0.0001,0.6987,968
ressources,2540975,0.0001,0.6988,969
seigneur,2540568,0.0001,0.6989,970
sociales,2539469,0.0001,0.699,971
joue,2533508,0.0001,0.6991,972
mur,2532462,0.0001,0.6992,973
identité,2530684,0.0001,0.6992,974
mauvais,2527160,0.0001,0.6993,975
condition,2525991,0.0001,0.6994,976
capable,2525946,0.0001,0.6995,977
théorie,2523487,0.0001,0.6996,978
porter,2518624,0.0001,0.6997,979
permis,2517685,0.0001,0.6998,980
frais,2514003,0.0001,0.6999,981
sociétés,2510398,0.0001,0.7,982
jardin,2510217,0.0001,0.7,983
coin,2509711,0.0001,0.7001,984
terrain,2509528,0.0001,0.7002,985
différence,2508334,0.0001,0.7003,986
souvenir,2508080,0.0001,0.7004,987
manger,2505046,0.0001,0.7005,988
programme,2504977,0.0001,0.7006,989
compagnie,2501249,0.0001,0.7007,990
maladie,2497008,0.0001,0.7007,991
ouest,2495853,0.0001,0.7008,992
tenait,2491073,0.0001,0.7009,993
arrivé,2489829,0.0001,0.701,994
liste,2486782,0.0001,0.7011,995
larmes,2478261,0.0001,0.7012,996
lois,2477274,0.0001,0.7013,997
demain,2476046,0.0001,0.7013,998
objectif,2475869,0.0001,0.7014,999
responsabilité,2468882,0.0001,0.7015,1000
rêve,2466968,0.0001,0.7016,1001
enseignement,2465443,0.0001,0.7017,1002
fini,2464331,0.0001,0.7018,1003
contact,2464085,0.0001,0.7019,1004
constitue,2455630,0.0001,0.7019,1005
travailler,2451531,0.0001,0.702,1006
parfaitement,2448971,0.0001,0.7021,1007
facile,2448279,0.0001,0.7022,1008
possibilité,2441459,0.0001,0.7023,1009
semaines,2434766,0.0001,0.7024,1010
devrait,2433599,0.0001,0.7025,1011
février,2431695,0.0001,0.7025,1012
roman,2430370,0.0001,0.7026,1013
technique,2429917,0.0001,0.7027,1014
court,2424912,0.0001,0.7028,1015
vin,2419431,0.0001,0.7029,1016
respect,2418435,0.0001,0.703,1017
honneur,2417248,0.0001,0.703,1018
quartier,2413816,0.0001,0.7031,1019
révolution,2411660,0.0001,0.7032,1020
new,2411493,0.0001,0.7033,1021
laissé,2411382,0.0001,0.7034,1022
paraît,2410586,0.0001,0.7035,1023
fenêtre,2409524,0.0001,0.7036,1024
langage,2408318,0.0001,0.7036,1025
territoire,2398972,0.0001,0.7037,1026
millions,2393114,0.0001,0.7038,1027
goût,2390327,0.0001,0.7039,1028
expliquer,2389032,0.0001,0.704,1029
faible,2388370,0.0001,0.7041,1030
médecin,2388190,0.0001,0.7041,1031
pose,2384906,0.0001,0.7042,1032
seuls,2381414,0.0001,0.7043,1033
regarda,2379559,0.0001,0.7044,1034
voulez,2379305,0.0001,0.7045,1035
prince,2377827,0.0001,0.7046,1036
cher,2377302,0.0001,0.7046,1037
découvrir,2375743,0.0001,0.7047,1038
théâtre,2367883,0.0001,0.7048,1039
textes,2367738,0.0001,0.7049,1040
changer,2363894,0.0001,0.705,1041
religion,2363188,0.0001,0.705,1042
trente,2361892,0.0001,0.7051,1043
images,2358064,0.0001,0.7052,1044
logique,2357143,0.0001,0.7053,1045
secret,2355042,0.0001,0.7054,1046
dernières,2353654,0.0001,0.7055,1047
habitude,2353093,0.0001,0.7055,1048
zone,2352791,0.0001,0.7056,1049
faute,2352268,0.0001,0.7057,1050
faite,2349555,0.0001,0.7058,1051
surprise,2345990,0.0001,0.7059,1052
ombre,2345626,0.0001,0.7059,1053
violence,2344041,0.0001,0.706,1054
rend,2342599,0.0001,0.7061,1055
élèves,2342477,0.0001,0.7062,1056
blanche,2341602,0.0001,0.7063,1057
complètement,2340651,0.0001,0.7064,1058
solution,2339889,0.0001,0.7064,1059
concernant,2339512,0.0001,0.7065,1060
biens,2336311,0.0001,0.7066,1061
notion,2336061,0.0001,0.7067,1062
viens,2335962,0.0001,0.7068,1063
suivi,2335774,0.0001,0.7068,1064
souffle,2325706,0.0001,0.7069,1065
européenne,2325548,0.0001,0.707,1066
capacité,2323273,0.0001,0.7071,1067
parlé,2319646,0.0001,0.7072,1068
meilleur,2316533,0.0001,0.7072,1069
pensées,2313768,0.0001,0.7073,1070
déjeuner,2312390,0.0001,0.7074,1071
néanmoins,2310236,0.0001,0.7075,1072
revanche,2308658,0.0001,0.7076,1073
jambes,2308577,0.0001,0.7077,1074
commune,2307816,0.0001,0.7077,1075
ceci,2301643,0.0001,0.7078,1076
poste,2301036,0.0001,0.7079,1077
écrire,2298073,0.0001,0.708,1078
international,2296832,0.0001,0.7081,1079
pièces,2293977,0.0001,0.7081,1080
tels,2292649,0.0001,0.7082,1081
sortie,2292512,0.0001,0.7083,1082
mesures,2291815,0.0001,0.7084,1083
ferme,2291189,0.0001,0.7085,1084
poser,2290881,0.0001,0.7085,1085
distance,2290677,0.0001,0.7086,1086
rapports,2290442,0.0001,0.7087,1087
principes,2287291,0.0001,0.7088,1088
repas,2283607,0.0001,0.7089,1089
concerne,2282384,0.0001,0.7089,1090
reprit,2281982,0.0001,0.709,1091
habitants,2277897,0.0001,0.7091,1092
événements,2277730,0.0001,0.7092,1093
généralement,2277340,0.0001,0.7092,1094
structure,2274381,0.0001,0.7093,1095
uns,2274033,0.0001,0.7094,1096
dame,2272330,0.0001,0.7095,1097
historique,2270180,0.0001,0.7096,1098
univers,2269407,0.0001,0.7096,1099
servir,2268893,0.0001,0.7097,1100
mètres,2268695,0.0001,0.7098,1101
influence,2268671,0.0001,0.7099,1102
nez,2262380,0.0001,0.71,1103
autrement,2257901,0.0001,0.71,1104
apprendre,2253122,0.0001,0.7101,1105
apparaît,2253082,0.0001,0.7102,1106
revenir,2248129,0.0001,0.7103,1107
extérieur,2243510,0.0001,0.7104,1108
papier,2242589,0.0001,0.7104,1109
armes,2240148,0.0001,0.7105,1110
permettre,2238314,0.0001,0.7106,1111
œuvres,2236765,0.0001,0.7107,1112
chambres,2235647,0.0001,0.7107,1113
poids,2235108,0.0001,0.7108,1114
créer,2233866,0.0001,0.7109,1115
commission,2233450,0.0001,0.711,1116
établissement,2232535,0.0001,0.7111,1117
évidemment,2231839,0.0001,0.7111,1118
série,2230542,0.0001,0.7112,1119
méthode,2230480,0.0001,0.7113,1120
philosophie,2228739,0.0001,0.7114,1121
salon,2222968,0.0001,0.7114,1122
utiliser,2221488,0.0001,0.7115,1123
acteurs,2217735,0.0001,0.7116,1124
sciences,2216189,0.0001,0.7117,1125
intention,2215742,0.0001,0.7118,1126
fil,2214803,0.0001,0.7118,1127
exactement,2211937,0.0001,0.7119,1128
sinon,2211184,0.0001,0.712,1129
château,2209845,0.0001,0.7121,1130
anciens,2204834,0.0001,0.7121,1131
décidé,2197749,0.0001,0.7122,1132
importante,2193984,0.0001,0.7123,1133
puisqu',2192065,0.0001,0.7124,1134
fonds,2191851,0.0001,0.7124,1135
demeure,2190220,0.0001,0.7125,1136
probablement,2188062,0.0001,0.7126,1137
voulais,2186369,0.0001,0.7127,1138
quitter,2184850,0.0001,0.7127,1139
guère,2184480,0.0001,0.7128,1140
conduit,2174374,0.0001,0.7129,1141
techniques,2168851,0.0001,0.713,1142
assis,2168446,0.0001,0.713,1143
empêcher,2168366,0.0001,0.7131,1144
explique,2164509,0.0001,0.7132,1145
restaurant,2163870,0.0001,0.7133,1146
directeur,2162532,0.0001,0.7134,1147
presse,2162132,0.0001,0.7134,1148
beauté,2161454,0.0001,0.7135,1149
association,2160039,0.0001,0.7136,1150
immédiatement,2156484,0.0001,0.7137,1151
ouvrir,2153700,0.0001,0.7137,1152
animaux,2153105,0.0001,0.7138,1153
récit,2152999,0.0001,0.7139,1154
certainement,2152775,0.0001,0.714,1155
sociaux,2146845,0.0001,0.714,1156
avions,2143053,0.0001,0.7141,1157
procédure,2142448,0.0001,0.7142,1158
militaire,2139157,0.0001,0.7143,1159
intérêts,2134246,0.0001,0.7143,1160
propriété,2133297,0.0001,0.7144,1161
cheval,2132473,0.0001,0.7145,1162
référence,2129414,0.0001,0.7145,1163
villes,2127489,0.0001,0.7146,1164
retrouve,2126909,0.0001,0.7147,1165
reçu,2126534,0.0001,0.7148,1166
sac,2121178,0.0001,0.7148,1167
frères,2120839,0.0001,0.7149,1168
garder,2119447,0.0001,0.715,1169
défense,2119259,0.0001,0.7151,1170
campagne,2117299,0.0001,0.7151,1171
appris,2117190,0.0001,0.7152,1172
vas,2115991,0.0001,0.7153,1173
ancienne,2114716,0.0001,0.7154,1174
sentait,2114324,0.0001,0.7154,1175
rendu,2110731,0.0001,0.7155,1176
lentement,2103568,0.0001,0.7156,1177
espèce,2103361,0.0001,0.7157,1178
besoins,2101267,0.0001,0.7157,1179
mourir,2100074,0.0001,0.7158,1180
continue,2097740,0.0001,0.7159,1181
noire,2095868,0.0001,0.7159,1182
film,2093010,0.0001,0.716,1183
ibid,2090618,0.0001,0.7161,1184
étranger,2086666,0.0001,0.7162,1185
auraient,2086611,0.0001,0.7162,1186
écriture,2086090,0.0001,0.7163,1187
côte,2085710,0.0001,0.7164,1188
pourra,2085640,0.0001,0.7165,1189
agir,2085070,0.0001,0.7165,1190
difficultés,2084133,0.0001,0.7166,1191
individu,2083878,0.0001,0.7167,1192
réel,2081989,0.0001,0.7167,1193
siège,2080632,0.0001,0.7168,1194
empire,2078949,0.0001,0.7169,1195
arrêt,2078917,0.0001,0.717,1196
lutte,2078220,0.0001,0.717,1197
lesquels,2076936,0.0001,0.7171,1198
unité,2076860,0.0001,0.7172,1199
envers,2075949,0.0001,0.7173,1200
prêt,2074932,0.0001,0.7173,1201
somme,2073189,0.0001,0.7174,1202
clair,2073041,0.0001,0.7175,1203
secteur,2070750,0.0001,0.7175,1204
fonctions,2070677,0.0001,0.7176,1205
palais,2067042,0.0001,0.7177,1206
avance,2060069,0.0001,0.7178,1207
espoir,2059846,0.0001,0.7178,1208
dimanche,2054977,0.0001,0.7179,1209
moderne,2053841,0.0001,0.718,1210
cesse,2053698,0.0001,0.718,1211
marque,2052949,0.0001,0.7181,1212
constitution,2052199,0.0001,0.7182,1213
morale,2050741,0.0001,0.7183,1214
conversation,2047767,0.0001,0.7183,1215
utilisation,2047267,0.0001,0.7184,1216
oublier,2046593,0.0001,0.7185,1217
vouloir,2046119,0.0001,0.7185,1218
statut,2043243,0.0001,0.7186,1219
rendez,2040327,0.0001,0.7187,1220
savez,2038269,0.0001,0.7188,1221
réseau,2036137,0.0001,0.7188,1222
accueil,2034623,0.0001,0.7189,1223
connaît,2032495,0.0001,0.719,1224
civ,2030202,0.0001,0.719,1225
Allemagne,2029733,0.0001,0.7191,1226
style,2027590,0.0001,0.7192,1227
projets,2026365,0.0001,0.7193,1228
divers,2024717,0.0001,0.7193,1229
fût,2024687,0.0001,0.7194,1230
royaume,2023937,0.0001,0.7195,1231
murs,2023658,0.0001,0.7195,1232
réflexion,2022729,0.0001,0.7196,1233
neuf,2017953,0.0001,0.7197,1234
littérature,2017293,0.0001,0.7197,1235
ouvre,2015165,0.0001,0.7198,1236
bleu,2012652,0.0001,0.7199,1237
diverses,2012555,0.0001,0.72,1238
totalement,2007584,0.0001,0.72,1239
auteurs,2005534,0.0001,0.7201,1240
samedi,2000853,0.0001,0.7202,1241
morts,2000376,0.0001,0.7202,1242
définition,1998576,0.0001,0.7203,1243
sentir,1998313,0.0001,0.7204,1244
compter,1996796,0.0001,0.7204,1245
étrange,1996642,0.0001,0.7205,1246
arrêter,1996095,0.0001,0.7206,1247
vivant,1995919,0.0001,0.7207,1248
publics,1993101,0.0001,0.7207,1249
soin,1992860,0.0001,0.7208,1250
reprendre,1992305,0.0001,0.7209,1251
port,1989998,0.0001,0.7209,1252
signifie,1988756,0.0001,0.721,1253
contenu,1987733,0.0001,0.7211,1254
message,1987394,0.0001,0.7211,1255
ouverture,1985813,0.0001,0.7212,1256
enquête,1985414,0.0001,0.7213,1257
fer,1983690,0.0001,0.7213,1258
tenu,1982667,0.0001,0.7214,1259
rapide,1982612,0.0001,0.7215,1260
restait,1981759,0.0001,0.7216,1261
règle,1977491,0.0001,0.7216,1262
représentation,1975245,0.0001,0.7217,1263
essentiel,1974500,0.0001,0.7218,1264
chaleur,1973581,0.0001,0.7218,1265
bonnes,1973365,0.0001,0.7219,1266
su,1973056,0.0001,0.722,1267
voyait,1971048,0.0001,0.722,1268
familles,1971032,0.0001,0.7221,1269
nécessité,1968453,0.0001,0.7222,1270
absolument,1967986,0.0001,0.7222,1271
évidence,1967672,0.0001,0.7223,1272
immense,1966664,0.0001,0.7224,1273
ventre,1966159,0.0001,0.7224,1274
soirée,1962102,0.0001,0.7225,1275
grave,1961823,0.0001,0.7226,1276
veille,1960322,0.0001,0.7227,1277
traité,1954063,0.0001,0.7227,1278
internet,1953463,0.0001,0.7228,1279
revue,1950560,0.0001,0.7229,1280
soldats,1949711,0.0001,0.7229,1281
reconnaître,1949704,0.0001,0.723,1282
professeur,1949103,0.0001,0.7231,1283
comportement,1949020,0.0001,0.7231,1284
couple,1947824,0.0001,0.7232,1285
doucement,1946915,0.0001,0.7233,1286
dites,1945499,0.0001,0.7233,1287
combat,1944164,0.0001,0.7234,1288
suffit,1943113,0.0001,0.7235,1289
cru,1941798,0.0001,0.7235,1290
cherche,1937141,0.0001,0.7236,1291
individus,1935009,0.0001,0.7237,1292
tradition,1930869,0.0001,0.7237,1293
articles,1930711,0.0001,0.7238,1294
robe,1928019,0.0001,0.7239,1295
mouvements,1926222,0.0001,0.7239,1296
conception,1923592,0.0001,0.724,1297
commencé,1923387,0.0001,0.7241,1298
attitude,1918513,0.0001,0.7241,1299
foule,1916199,0.0001,0.7242,1300
capitaine,1915915,0.0001,0.7243,1301
risques,1915736,0.0001,0.7243,1302
meilleure,1914572,0.0001,0.7244,1303
responsable,1914233,0.0001,0.7245,1304
assemblée,1912647,0.0001,0.7245,1305
conséquences,1909607,0.0001,0.7246,1306
cou,1909526,0.0001,0.7247,1307
danger,1909055,0.0001,0.7247,1308
surface,1908903,0.0001,0.7248,1309
attendait,1908591,0.0001,0.7249,1310
auquel,1906643,0.0001,0.7249,1311
recours,1906636,0.0001,0.725,1312
tirer,1905145,0.0001,0.7251,1313
rejoindre,1900339,0.0001,0.7251,1314
appeler,1900130,0.0001,0.7252,1315
précisément,1898021,0.0001,0.7253,1316
arbres,1897596,0.0001,0.7253,1317
enfance,1896011,0.0001,0.7254,1318
maisons,1893869,0.0001,0.7255,1319
sourit,1890957,0.0001,0.7255,1320
né,1890805,0.0001,0.7256,1321
fête,1889650,0.0001,0.7257,1322
vente,1886647,0.0001,0.7257,1323
vêtements,1884940,0.0001,0.7258,1324
docteur,1884152,0.0001,0.7259,1325
rappelle,1882783,0.0001,0.7259,1326
côtés,1879874,0.0001,0.726,1327
dossier,1878751,0.0001,0.7261,1328
oreille,1878274,0.0001,0.7261,1329
savais,1877542,0.0001,0.7262,1330
telles,1876431,0.0001,0.7263,1331
atteindre,1876323,0.0001,0.7263,1332
économiques,1871342,0.0001,0.7264,1333
hier,1867526,0.0001,0.7265,1334
vaut,1867428,0.0001,0.7265,1335
amie,1866965,0.0001,0.7266,1336
mauvaise,1864635,0.0001,0.7266,1337
écoute,1864233,0.0001,0.7267,1338
sentiments,1862879,0.0001,0.7268,1339
lesquelles,1862486,0.0001,0.7268,1340
portes,1862241,0.0001,0.7269,1341
seraient,1860455,0.0001,0.727,1342
réussi,1860259,0.0001,0.727,1343
